,ID,KM3,GM3,MntTotal,MntSpentNorm,Income,Len_Customer,HasChildren,HasPartner,NumChildren,age,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmpTot,Response,Complain,Year_Birth,Education,Marital_Status,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumTotalPurchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,KM2,AC3,AC2,GM2,LogIncome,MntWinesNorm,MntFruitsNorm,MntMeatProductsNorm,MntFishProductsNorm,MntSweetProductsNorm,MntGoldProdsNorm,NumDealsPurchasesNorm,NumWebPurchasesNorm,NumStorePurchasesNorm,NumWebVisitsMonthNorm,NumCatalogPurchasesNorm,SpendPropOfTotal,AvgPerPurchase,NumTotalPurchasesNorm
285,4828,2,0,792,7.333333333333333,79865.0,108.0,1,0,1,60,0,0,0,0,0,0,0,0,1954,Bachelor,Divorced,0,1,2014-06-18,12,71,99,278,185,121,38,22,1,5,10,5,1,0,0,0,1,0,0,11.288105509275074,0.6574074074074074,0.9166666666666666,2.574074074074074,1.712962962962963,1.1203703703703705,0.35185185185185186,0.009259259259259259,0.046296296296296294,0.046296296296296294,0.009259259259259259,0.09259259259259259,0.07309000605187921,36.0,0.2037037037037037
286,92,1,1,89,0.6137931034482759,34176.0,145.0,1,0,1,26,0,0,0,0,0,0,0,0,1988,Bachelor,Alone,1,0,2014-05-12,12,5,7,24,19,14,20,17,4,3,0,4,6,0,0,1,0,1,1,10.439308182191418,0.034482758620689655,0.04827586206896552,0.16551724137931034,0.1310344827586207,0.09655172413793103,0.13793103448275862,0.027586206896551724,0.020689655172413793,0.027586206896551724,0.041379310344827586,0.0,0.014295977011494253,5.235294117647059,0.11724137931034483
287,3312,1,1,89,0.6137931034482759,34176.0,145.0,1,0,1,26,0,0,0,0,0,0,0,0,1988,Bachelor,Single,1,0,2014-05-12,12,5,7,24,19,14,20,17,4,3,0,4,6,0,0,1,0,1,1,10.439308182191418,0.034482758620689655,0.04827586206896552,0.16551724137931034,0.1310344827586207,0.09655172413793103,0.13793103448275862,0.027586206896551724,0.020689655172413793,0.027586206896551724,0.041379310344827586,0.0,0.014295977011494253,5.235294117647059,0.11724137931034483
288,11176,0,2,495,3.413793103448276,65968.0,145.0,1,1,1,44,0,0,0,0,0,0,0,0,1970,PhD,Together,0,1,2014-05-12,12,376,9,83,19,4,4,21,2,5,4,7,3,0,0,0,2,0,0,11.09694021369669,2.593103448275862,0.06206896551724138,0.5724137931034483,0.1310344827586207,0.027586206896551724,0.027586206896551724,0.013793103448275862,0.034482758620689655,0.04827586206896552,0.020689655172413793,0.027586206896551724,0.041192385858974466,23.571428571428573,0.14482758620689656
289,1446,2,0,1226,6.736263736263736,86424.0,182.0,0,0,0,58,0,0,0,0,0,0,0,0,1956,Master,Single,0,0,2014-04-05,12,387,68,569,89,45,68,29,1,6,9,12,1,0,0,0,1,0,0,11.367032264789826,2.1263736263736264,0.37362637362637363,3.1263736263736264,0.489010989010989,0.24725274725274726,0.37362637362637363,0.005494505494505495,0.03296703296703297,0.06593406593406594,0.005494505494505495,0.04945054945054945,0.06204371394596332,42.275862068965516,0.15934065934065933
290,9699,0,2,733,2.554006968641115,67272.0,287.0,1,0,1,48,0,0,0,0,0,0,0,0,1966,Bachelor,Divorced,0,1,2013-12-21,12,357,35,271,28,28,14,28,3,6,2,12,5,0,0,0,2,0,0,11.11651424642782,1.2439024390243902,0.12195121951219512,0.9442508710801394,0.0975609756097561,0.0975609756097561,0.04878048780487805,0.010452961672473868,0.020905923344947737,0.041811846689895474,0.017421602787456445,0.006968641114982578,0.030220441595884287,26.178571428571427,0.0975609756097561
291,9790,2,0,1334,4.234920634920635,78499.0,315.0,0,0,0,57,0,0,0,0,1,1,1,0,1957,Bachelor,Single,0,0,2013-11-23,12,912,72,170,47,36,97,23,1,11,3,4,4,1,0,0,2,0,0,11.2708539037705,2.895238095238095,0.22857142857142856,0.5396825396825397,0.1492063492063492,0.11428571428571428,0.30793650793650795,0.0031746031746031746,0.03492063492063492,0.012698412698412698,0.012698412698412698,0.009523809523809525,0.042943181765332364,58.0,0.07301587301587302
292,2324,2,2,1065,3.1140350877192984,77044.0,342.0,1,1,1,42,0,0,1,0,0,1,0,0,1972,Bachelor,Together,0,1,2013-10-27,12,625,38,242,50,34,76,35,2,7,11,11,4,0,0,0,2,0,0,11.252144945715951,1.827485380116959,0.1111111111111111,0.7076023391812866,0.14619883040935672,0.09941520467836257,0.2222222222222222,0.005847953216374269,0.02046783625730994,0.03216374269005848,0.011695906432748537,0.03216374269005848,0.032173458411097054,30.428571428571427,0.1023391812865497
293,5080,2,0,1258,3.614942528735632,70515.0,348.0,0,0,0,21,0,0,0,0,0,0,1,0,1993,Bachelor,Single,0,0,2013-10-21,12,420,0,452,182,64,140,19,1,6,6,4,2,1,0,0,1,0,0,11.163594913405634,1.206896551724138,0.0,1.2988505747126438,0.5229885057471264,0.1839080459770115,0.40229885057471265,0.0028735632183908046,0.017241379310344827,0.011494252873563218,0.005747126436781609,0.017241379310344827,0.04080683901118291,66.21052631578948,0.05459770114942529
294,4992,1,1,69,0.181578947368421,17459.0,380.0,1,1,1,39,0,0,0,0,0,0,1,0,1975,Master,Together,1,0,2013-09-19,12,6,4,16,3,10,30,16,3,3,1,2,7,1,0,1,0,1,1,9.767667829393591,0.015789473684210527,0.010526315789473684,0.042105263157894736,0.007894736842105263,0.02631578947368421,0.07894736842105263,0.007894736842105263,0.007894736842105263,0.005263157894736842,0.018421052631578946,0.002631578947368421,0.008278643800060895,4.3125,0.042105263157894736
295,7849,2,0,1052,2.6974358974358976,80336.0,390.0,0,1,0,44,0,0,0,0,0,0,0,0,1970,PhD,Married,0,0,2013-09-09,12,209,19,456,160,142,66,26,1,2,9,13,1,0,0,0,1,0,0,11.293985565916593,0.5358974358974359,0.04871794871794872,1.1692307692307693,0.41025641025641024,0.3641025641025641,0.16923076923076924,0.002564102564102564,0.005128205128205128,0.03333333333333333,0.002564102564102564,0.023076923076923078,0.026727232801719958,40.46153846153846,0.06666666666666667
296,4808,1,1,17,0.0431472081218274,15759.0,394.0,0,1,0,58,0,0,0,0,0,0,0,0,1956,Bachelor,Married,0,0,2013-09-05,12,1,2,5,6,0,3,11,1,1,0,2,7,0,0,1,0,1,1,9.66523036341187,0.0025380710659898475,0.005076142131979695,0.012690355329949238,0.015228426395939087,0.0,0.007614213197969543,0.0025380710659898475,0.0025380710659898475,0.005076142131979695,0.017766497461928935,0.0,0.002179400829048456,1.5454545454545454,0.027918781725888325
297,10401,1,1,18,0.0455696202531645,26326.0,395.0,0,1,0,38,0,0,0,0,0,0,0,1,1976,Master,Together,0,0,2013-09-04,12,1,0,5,0,3,9,7,1,0,0,3,3,0,1,1,0,1,1,10.17835030752565,0.002531645569620253,0.0,0.012658227848101266,0.0,0.007594936708860759,0.02278481012658228,0.002531645569620253,0.0,0.007594936708860759,0.007594936708860759,0.0,0.0013778552655746787,2.5714285714285716,0.017721518987341773
298,7793,0,2,800,2.0050125313283207,62061.0,399.0,1,1,1,38,0,0,0,1,0,1,0,0,1976,Bachelor,Together,0,1,2013-08-31,12,641,7,84,0,30,38,30,3,10,4,7,6,0,0,0,0,1,0,11.035889164360311,1.6065162907268171,0.017543859649122806,0.21052631578947367,0.0,0.07518796992481203,0.09523809523809523,0.007518796992481203,0.02506265664160401,0.017543859649122806,0.015037593984962405,0.010025062656641603,0.025716472099021018,26.666666666666668,0.07518796992481203
299,9303,1,1,32,0.074245939675174,5305.0,431.0,1,1,1,38,0,0,0,0,0,0,0,0,1976,Bachelor,Married,0,1,2013-07-30,12,12,4,7,1,3,5,14,0,1,0,0,13,0,0,1,0,1,1,8.576593534697684,0.027842227378190254,0.009280742459396751,0.016241299303944315,0.002320185614849188,0.0069605568445475635,0.01160092807424594,0.0,0.002320185614849188,0.0,0.030162412993039442,0.0,0.011140389817424792,2.2857142857142856,0.03248259860788863
300,6853,2,0,1438,3.1466083150984683,75777.0,457.0,0,0,0,32,0,0,0,1,1,2,1,0,1982,Master,Single,0,0,2013-07-04,12,712,26,538,69,13,80,22,1,3,6,11,1,1,0,0,1,0,0,11.2355632920364,1.5579868708971554,0.05689277899343545,1.1772428884026258,0.15098468271334792,0.028446389496717725,0.175054704595186,0.002188183807439825,0.006564551422319475,0.024070021881838075,0.002188183807439825,0.01312910284463895,0.033053567953579326,65.36363636363636,0.04814004376367615
301,7366,2,0,1438,3.1466083150984683,75777.0,457.0,0,0,0,32,0,0,0,1,1,2,1,0,1982,Master,Single,0,0,2013-07-04,12,712,26,538,69,13,80,22,1,3,6,11,1,1,0,0,1,0,0,11.2355632920364,1.5579868708971554,0.05689277899343545,1.1772428884026258,0.15098468271334792,0.028446389496717725,0.175054704595186,0.002188183807439825,0.006564551422319475,0.024070021881838075,0.002188183807439825,0.01312910284463895,0.033053567953579326,65.36363636363636,0.04814004376367615
302,9780,0,2,795,1.706008583690987,71499.0,466.0,1,1,1,43,0,0,0,0,0,0,0,0,1971,Master,Together,0,1,2013-06-25,12,465,25,132,136,0,37,30,2,8,3,13,4,0,0,0,1,0,0,11.177452728682098,0.9978540772532188,0.0536480686695279,0.2832618025751073,0.2918454935622318,0.0,0.07939914163090128,0.004291845493562232,0.017167381974248927,0.027896995708154508,0.008583690987124463,0.006437768240343348,0.01899303252658115,26.5,0.06437768240343347
303,7573,1,1,86,0.16796875,31626.0,512.0,1,0,1,36,0,0,1,0,0,1,1,0,1978,PhD,Single,1,0,2013-05-10,12,39,1,9,2,1,34,13,1,2,1,2,7,1,0,1,0,1,1,10.361766465136906,0.076171875,0.001953125,0.017578125,0.00390625,0.001953125,0.06640625,0.001953125,0.00390625,0.00390625,0.013671875,0.001953125,0.004227633118320369,6.615384615384615,0.025390625
304,1379,1,2,241,0.459047619047619,42670.0,525.0,0,1,0,22,0,0,0,0,0,0,0,0,1992,Master,Together,0,0,2013-04-27,12,154,2,46,20,4,15,15,1,4,2,4,4,0,0,1,1,0,1,10.661274811576522,0.29333333333333333,0.0038095238095238095,0.08761904761904762,0.0380952380952381,0.007619047619047619,0.02857142857142857,0.0019047619047619048,0.007619047619047619,0.007619047619047619,0.007619047619047619,0.0038095238095238095,0.008563438124253685,16.066666666666666,0.02857142857142857
305,8923,2,0,1587,2.9719101123595504,83917.0,534.0,0,0,0,41,0,0,0,0,0,0,1,0,1973,Bachelor,Single,0,0,2013-04-18,12,514,22,732,42,198,79,24,1,6,7,7,3,1,0,0,1,0,0,11.337595410565024,0.9625468164794008,0.04119850187265917,1.3707865168539326,0.07865168539325842,0.3707865168539326,0.14794007490636704,0.0018726591760299626,0.011235955056179775,0.013108614232209739,0.0056179775280898875,0.013108614232209739,0.02819024094567492,66.125,0.0449438202247191
306,3547,1,1,64,0.0995334370139968,41021.0,643.0,1,1,1,45,0,0,0,0,0,0,1,0,1969,Master,Together,1,0,2012-12-30,12,14,7,9,6,16,12,13,2,2,0,3,6,1,0,1,0,1,1,10.62186378714185,0.02177293934681182,0.01088646967340591,0.013996889580093312,0.00933125972006221,0.024883359253499222,0.01866251944012442,0.003110419906687403,0.003110419906687403,0.004665629860031105,0.00933125972006221,0.0,0.0019314160030994253,4.923076923076923,0.02021772939346812
307,8707,2,0,1401,1.8124191461837,79456.0,773.0,0,1,0,58,0,0,0,0,0,0,1,0,1956,Bachelor,Married,0,0,2012-08-22,12,565,42,548,64,83,99,19,1,5,6,4,3,1,0,0,1,0,0,11.282971273810652,0.7309184993531694,0.054333764553686936,0.7089262613195343,0.08279430789133248,0.1073738680465718,0.12807244501940493,0.00129366106080207,0.00646830530401035,0.00517464424320828,0.0038809831824062097,0.007761966364812419,0.018157038365412617,73.73684210526316,0.02457956015523933
308,1891,2,0,1754,2.2287166454892,78789.0,787.0,0,0,0,34,0,0,0,0,0,0,1,0,1980,Master,Divorced,0,0,2012-08-08,12,667,50,850,21,83,83,18,1,4,6,5,2,1,0,0,1,0,0,11.274541364239736,0.8475222363405337,0.06353240152477764,1.0800508259212198,0.026683608640406607,0.10546378653113088,0.10546378653113088,0.0012706480304955528,0.005082592121982211,0.0063532401524777635,0.0025412960609911056,0.007623888182973317,0.02251657528093265,97.44444444444444,0.022871664548919948
309,6271,1,1,63,0.5887850467289719,50870.0,107.0,1,1,1,62,0,0,0,0,0,0,0,0,1952,PhD,Married,0,1,2014-06-19,13,53,0,8,0,0,2,11,1,2,0,3,5,0,0,1,0,1,1,10.837048295575237,0.4953271028037383,0.0,0.07476635514018691,0.0,0.0,0.018691588785046728,0.009345794392523364,0.018691588785046728,0.028037383177570093,0.04672897196261682,0.0,0.009213149148737205,5.7272727272727275,0.102803738317757
310,9635,1,1,129,0.7724550898203593,35876.0,167.0,0,1,0,31,0,0,0,0,0,0,0,0,1983,Master,Married,0,0,2014-04-20,13,66,2,40,4,3,14,14,1,3,1,3,6,0,0,1,1,0,1,10.487851700636917,0.39520958083832336,0.011976047904191617,0.23952095808383234,0.023952095808383235,0.017964071856287425,0.08383233532934131,0.005988023952095809,0.017964071856287425,0.017964071856287425,0.03592814371257485,0.005988023952095809,0.017138874219450494,9.214285714285714,0.08383233532934131
311,9727,1,1,81,0.3715596330275229,23539.0,218.0,0,1,0,57,0,0,0,0,0,0,0,0,1957,Bachelor,Married,0,0,2014-02-28,13,4,24,11,16,1,25,13,1,2,0,4,6,0,0,1,0,1,1,10.066456380814268,0.01834862385321101,0.11009174311926606,0.05045871559633028,0.07339449541284404,0.0045871559633027525,0.11467889908256881,0.0045871559633027525,0.009174311926605505,0.01834862385321101,0.027522935779816515,0.0,0.012564742252853062,6.230769230769231,0.05963302752293578
312,6205,1,1,80,0.3603603603603603,32557.0,222.0,1,0,1,47,0,0,0,0,0,0,1,0,1967,Master,Single,1,0,2014-02-24,13,34,3,29,0,4,10,14,3,2,1,3,5,1,0,1,0,1,1,10.390778393168455,0.15315315315315314,0.013513513513513514,0.13063063063063063,0.0,0.018018018018018018,0.04504504504504504,0.013513513513513514,0.009009009009009009,0.013513513513513514,0.02252252252252252,0.0045045045045045045,0.008810604381449361,5.714285714285714,0.06306306306306306
313,10681,0,2,889,3.3931297709923665,62466.0,262.0,1,1,1,44,0,0,0,0,0,0,0,0,1970,Master,Married,0,1,2014-01-15,13,129,129,259,168,121,83,30,5,6,3,12,4,0,0,0,2,0,0,11.042393696283408,0.49236641221374045,0.49236641221374045,0.9885496183206107,0.6412213740458015,0.4618320610687023,0.31679389312977096,0.019083969465648856,0.022900763358778626,0.04580152671755725,0.015267175572519083,0.011450381679389313,0.04323842246517984,29.633333333333333,0.11450381679389313
314,5156,0,2,889,3.3931297709923665,62466.0,262.0,1,1,1,44,0,0,0,0,0,0,0,0,1970,Master,Married,0,1,2014-01-15,13,129,129,259,168,121,83,30,5,6,3,12,4,0,0,0,2,0,0,11.042393696283408,0.49236641221374045,0.49236641221374045,0.9885496183206107,0.6412213740458015,0.4618320610687023,0.31679389312977096,0.019083969465648856,0.022900763358778626,0.04580152671755725,0.015267175572519083,0.011450381679389313,0.04323842246517984,29.633333333333333,0.11450381679389313
315,3050,0,2,235,0.8075601374570447,54198.0,291.0,1,1,2,48,0,0,0,0,0,0,0,0,1966,Bachelor,Married,1,1,2013-12-17,13,185,0,28,3,2,17,20,6,3,1,6,4,0,0,1,0,1,1,10.90041773707303,0.6357388316151202,0.0,0.09621993127147767,0.010309278350515464,0.006872852233676976,0.058419243986254296,0.020618556701030927,0.010309278350515464,0.020618556701030927,0.013745704467353952,0.003436426116838488,0.01186054595032672,11.75,0.06872852233676977
316,8164,2,0,1908,6.095846645367412,82170.0,313.0,0,1,0,36,0,0,0,0,0,0,0,0,1978,PhD,Married,0,0,2013-11-25,13,1023,93,651,49,55,37,21,1,5,6,7,2,0,0,0,1,0,0,11.31655772074287,3.268370607028754,0.2971246006389776,2.0798722044728435,0.15654952076677317,0.1757188498402556,0.1182108626198083,0.003194888178913738,0.01597444089456869,0.022364217252396165,0.006389776357827476,0.019169329073482427,0.05905189156276573,90.85714285714286,0.0670926517571885
317,5626,2,2,463,1.46984126984127,61798.0,315.0,0,0,0,50,0,0,0,0,0,0,0,0,1964,PhD,Single,0,0,2013-11-23,13,338,4,89,11,8,13,20,1,4,2,9,4,0,0,0,2,0,0,11.031642462085092,1.073015873015873,0.012698412698412698,0.28253968253968254,0.03492063492063492,0.025396825396825397,0.04126984126984127,0.0031746031746031746,0.012698412698412698,0.02857142857142857,0.012698412698412698,0.006349206349206349,0.01893254880082933,23.15,0.06349206349206349
318,7600,1,1,29,0.0850439882697947,15253.0,341.0,1,0,1,22,0,0,0,0,0,0,0,0,1992,Basic,Single,1,0,2013-10-28,13,1,3,3,8,1,13,13,2,1,0,3,7,0,0,1,0,1,1,9.632597042724184,0.002932551319648094,0.008797653958944282,0.008797653958944282,0.02346041055718475,0.002932551319648094,0.03812316715542522,0.005865102639296188,0.002932551319648094,0.008797653958944282,0.020527859237536656,0.0,0.004438144277372097,2.230769230769231,0.03812316715542522
319,6406,2,0,1427,4.18475073313783,78285.0,341.0,0,1,0,26,0,0,0,0,0,0,0,0,1988,Master,Married,0,0,2013-10-28,13,647,107,391,175,67,40,24,1,6,4,10,3,0,0,0,1,0,0,11.268124066503216,1.8973607038123168,0.31378299120234604,1.1466275659824048,0.5131964809384164,0.19648093841642228,0.11730205278592376,0.002932551319648094,0.017595307917888565,0.02932551319648094,0.008797653958944282,0.011730205278592375,0.04255044495851967,59.458333333333336,0.07038123167155426
320,7002,0,2,398,1.0874316939890711,62535.0,366.0,1,0,1,59,0,0,0,0,0,0,0,0,1955,Bachelor,Single,0,1,2013-10-03,13,163,48,90,0,45,52,17,1,3,2,8,3,0,0,0,2,0,0,11.043497669900166,0.4453551912568306,0.13114754098360656,0.2459016393442623,0.0,0.12295081967213115,0.14207650273224043,0.00273224043715847,0.00819672131147541,0.02185792349726776,0.00819672131147541,0.00546448087431694,0.013841778658595996,23.41176470588235,0.04644808743169399
321,8234,1,1,18,0.0433734939759036,27190.0,415.0,1,1,1,41,0,0,1,0,0,1,1,0,1973,Basic,Together,1,0,2013-08-15,13,1,6,7,0,1,3,12,1,1,0,2,8,1,0,1,0,1,1,10.210641315177504,0.0024096385542168677,0.014457831325301205,0.016867469879518072,0.0,0.0024096385542168677,0.007228915662650603,0.0024096385542168677,0.0024096385542168677,0.004819277108433735,0.01927710843373494,0.0,0.0012697793749473806,1.5,0.02891566265060241
322,6116,1,1,75,0.1644736842105263,48985.0,456.0,1,1,1,46,0,0,0,0,0,0,0,0,1968,Master,Married,0,1,2013-07-05,13,19,13,18,10,7,8,9,1,1,1,3,3,0,0,1,0,1,1,10.799289821982947,0.041666666666666664,0.02850877192982456,0.039473684210526314,0.021929824561403508,0.015350877192982455,0.017543859649122806,0.0021929824561403508,0.0021929824561403508,0.006578947368421052,0.006578947368421052,0.0021929824561403508,0.0026726763832107575,8.333333333333334,0.019736842105263157
323,291,2,0,981,2.0783898305084745,72940.0,472.0,0,1,0,44,0,0,0,0,0,0,0,0,1970,Bachelor,Married,0,0,2013-06-19,13,182,74,298,162,149,116,14,1,3,3,6,1,0,0,0,1,0,0,11.197406174167238,0.3855932203389831,0.15677966101694915,0.6313559322033898,0.3432203389830508,0.3156779661016949,0.2457627118644068,0.00211864406779661,0.006355932203389831,0.012711864406779662,0.00211864406779661,0.006355932203389831,0.022681632918628267,70.07142857142857,0.029661016949152543
324,8779,1,1,172,0.3621052631578947,36145.0,475.0,1,1,1,29,0,0,1,0,0,1,1,0,1985,Master,Married,1,0,2013-06-16,13,56,4,76,17,1,18,21,4,4,1,3,9,1,0,1,0,1,1,10.495321571395584,0.11789473684210526,0.008421052631578947,0.16,0.035789473684210524,0.002105263157894737,0.037894736842105266,0.008421052631578947,0.008421052631578947,0.00631578947368421,0.018947368421052633,0.002105263157894737,0.007974430473749737,8.19047619047619,0.04421052631578947
325,1650,2,0,1643,3.1,81843.0,530.0,0,1,0,54,0,0,0,0,0,0,0,0,1960,Master,Married,0,0,2013-04-22,13,779,86,537,34,69,138,30,1,5,9,12,3,0,0,0,1,0,0,11.31257027528645,1.469811320754717,0.16226415094339622,1.0132075471698114,0.06415094339622641,0.13018867924528302,0.26037735849056604,0.0018867924528301887,0.009433962264150943,0.022641509433962263,0.005660377358490566,0.016981132075471698,0.030150409931209755,54.766666666666666,0.05660377358490566
326,9701,0,2,312,0.5531914893617021,41883.0,564.0,1,1,1,26,0,0,0,0,0,0,0,0,1988,Bachelor,Together,1,0,2013-03-19,13,32,34,41,73,16,116,19,3,4,2,3,7,0,0,1,0,1,1,10.642659171407352,0.05673758865248227,0.06028368794326241,0.0726950354609929,0.12943262411347517,0.028368794326241134,0.20567375886524822,0.005319148936170213,0.0070921985815602835,0.005319148936170213,0.012411347517730497,0.0035460992907801418,0.010513583686266861,16.42105263157895,0.03368794326241135
327,6431,1,1,68,0.1156462585034013,45759.0,588.0,1,1,2,50,0,0,0,0,0,0,0,0,1964,PhD,Married,1,1,2013-02-23,13,42,1,18,3,0,4,14,2,2,0,3,7,0,0,1,0,1,1,10.73116562605368,0.07142857142857142,0.0017006802721088435,0.030612244897959183,0.00510204081632653,0.0,0.006802721088435374,0.003401360544217687,0.003401360544217687,0.00510204081632653,0.011904761904761904,0.0,0.0020117227598659823,4.857142857142857,0.023809523809523808
328,10789,1,1,68,0.1156462585034013,45759.0,588.0,1,1,2,50,0,0,0,0,0,0,0,0,1964,PhD,Married,1,1,2013-02-23,13,42,1,18,3,0,4,14,2,2,0,3,7,0,0,1,0,1,1,10.73116562605368,0.07142857142857142,0.0017006802721088435,0.030612244897959183,0.00510204081632653,0.0,0.006802721088435374,0.003401360544217687,0.003401360544217687,0.00510204081632653,0.011904761904761904,0.0,0.0020117227598659823,4.857142857142857,0.023809523809523808
329,5302,2,0,1428,2.3959731543624163,78394.0,596.0,0,1,0,28,0,0,0,0,0,0,1,0,1986,Bachelor,Together,0,0,2013-02-15,13,298,27,697,216,24,166,18,1,4,6,5,2,1,0,0,1,0,0,11.26951542879455,0.5,0.04530201342281879,1.169463087248322,0.3624161073825503,0.040268456375838924,0.2785234899328859,0.0016778523489932886,0.006711409395973154,0.008389261744966443,0.003355704697986577,0.010067114093959731,0.024328323990005403,79.33333333333333,0.030201342281879196
330,4459,1,1,37,0.0575427682737169,30279.0,643.0,1,0,1,25,0,0,0,0,0,0,0,0,1989,Bachelor,Single,1,0,2012-12-30,13,10,4,14,4,4,1,13,1,1,0,3,8,0,0,1,0,1,1,10.318242707551384,0.015552099533437015,0.006220839813374806,0.02177293934681182,0.006220839813374806,0.006220839813374806,0.0015552099533437014,0.0015552099533437014,0.0015552099533437014,0.004665629860031105,0.012441679626749611,0.0,0.0015127330343102051,2.8461538461538463,0.02021772939346812
331,10642,1,1,37,0.0575427682737169,30279.0,643.0,1,0,1,25,0,0,0,0,0,0,0,0,1989,Bachelor,Single,1,0,2012-12-30,13,10,4,14,4,4,1,13,1,1,0,3,8,0,0,1,0,1,1,10.318242707551384,0.015552099533437015,0.006220839813374806,0.02177293934681182,0.006220839813374806,0.006220839813374806,0.0015552099533437014,0.0015552099533437014,0.0015552099533437014,0.004665629860031105,0.012441679626749611,0.0,0.0015127330343102051,2.8461538461538463,0.02021772939346812
332,9213,1,1,15,0.0213371266002844,31880.0,703.0,1,0,1,44,0,0,0,0,0,0,0,0,1970,Bachelor,Widow,1,0,2012-10-31,13,4,1,5,2,0,3,12,1,1,0,2,8,0,0,1,0,1,1,10.369765500040804,0.005689900426742532,0.001422475106685633,0.007112375533428165,0.002844950213371266,0.0,0.004267425320056899,0.001422475106685633,0.001422475106685633,0.002844950213371266,0.011379800853485065,0.0,0.0005327588699443682,1.25,0.017069701280227598
333,3678,0,2,656,0.9023383768913342,60208.0,727.0,1,0,2,41,0,0,0,1,0,1,1,0,1973,Bachelor,Widow,1,1,2012-10-07,13,488,23,71,15,0,59,36,11,8,3,7,7,1,0,0,2,0,0,11.005577121783782,0.671251719394773,0.03163686382393398,0.09766162310866575,0.02063273727647868,0.0,0.0811554332874828,0.015130674002751032,0.011004126547455296,0.009628610729023384,0.009628610729023384,0.0041265474552957355,0.011929666290285378,18.22222222222222,0.04951856946354883
334,3698,2,0,2130,2.7099236641221376,78687.0,786.0,0,1,0,31,0,0,0,0,1,1,1,0,1983,Bachelor,Together,0,0,2012-08-09,13,817,185,687,145,55,241,21,1,4,6,8,2,1,0,0,1,0,0,11.27324594501592,1.039440203562341,0.23536895674300254,0.8740458015267175,0.18447837150127228,0.06997455470737914,0.30661577608142493,0.001272264631043257,0.005089058524173028,0.010178117048346057,0.002544529262086514,0.007633587786259542,0.02741366727211892,101.42857142857143,0.026717557251908396
335,5929,1,1,48,0.3178807947019867,37401.0,151.0,1,1,1,41,0,0,0,0,0,0,0,0,1973,PhD,Married,1,0,2014-05-06,14,19,3,19,3,1,3,14,2,2,0,3,7,0,0,1,0,1,1,10.529479457908666,0.12582781456953643,0.019867549668874173,0.12582781456953643,0.019867549668874173,0.006622516556291391,0.019867549668874173,0.013245033112582781,0.013245033112582781,0.019867549668874173,0.046357615894039736,0.0,0.006765410352203991,3.4285714285714284,0.09271523178807947
336,10795,1,1,48,0.3178807947019867,37401.0,151.0,1,1,1,41,0,0,0,0,0,0,0,0,1973,PhD,Married,1,0,2014-05-06,14,19,3,19,3,1,3,14,2,2,0,3,7,0,0,1,0,1,1,10.529479457908666,0.12582781456953643,0.019867549668874173,0.12582781456953643,0.019867549668874173,0.006622516556291391,0.019867549668874173,0.013245033112582781,0.013245033112582781,0.019867549668874173,0.046357615894039736,0.0,0.006765410352203991,3.4285714285714284,0.09271523178807947
337,4390,2,2,841,4.8895348837209305,75315.0,172.0,1,1,1,60,0,0,0,0,0,0,0,0,1954,Bachelor,Together,0,1,2014-04-15,14,459,15,171,142,23,31,25,2,5,4,12,2,0,0,0,2,0,0,11.22944787461632,2.6686046511627906,0.0872093023255814,0.9941860465116279,0.8255813953488372,0.13372093023255813,0.18023255813953487,0.011627906976744186,0.029069767441860465,0.06976744186046512,0.011627906976744186,0.023255813953488372,0.05167721924506221,33.64,0.14534883720930233
338,9362,0,2,568,2.6666666666666665,69263.0,213.0,1,0,1,49,0,0,0,1,0,1,0,0,1965,Bachelor,Single,0,1,2014-03-05,14,492,5,32,13,5,21,24,1,9,1,7,6,0,0,0,0,1,0,11.145680569681762,2.3098591549295775,0.023474178403755867,0.15023474178403756,0.06103286384976526,0.023474178403755867,0.09859154929577464,0.004694835680751174,0.04225352112676056,0.03286384976525822,0.028169014084507043,0.004694835680751174,0.030646473104928556,23.666666666666668,0.11267605633802817
339,1577,2,0,1736,7.647577092511013,78569.0,227.0,0,1,0,68,0,0,0,0,1,1,1,0,1946,Bachelor,Married,0,0,2014-02-19,14,558,79,622,207,175,95,16,1,4,6,4,1,1,0,0,1,0,0,11.271745226169868,2.458149779735683,0.34801762114537443,2.7400881057268722,0.9118942731277533,0.7709251101321586,0.4185022026431718,0.004405286343612335,0.01762114537444934,0.01762114537444934,0.004405286343612335,0.02643171806167401,0.07747930310477118,108.5,0.07048458149779736
340,4609,0,2,486,1.8270676691729324,57705.0,266.0,1,1,1,48,0,0,0,0,0,0,0,0,1966,PhD,Married,0,1,2014-01-11,14,383,0,53,6,4,40,24,3,8,1,6,6,0,0,0,0,1,0,10.96311643322519,1.4398496240601504,0.0,0.19924812030075187,0.022556390977443608,0.015037593984962405,0.15037593984962405,0.011278195488721804,0.03007518796992481,0.022556390977443608,0.022556390977443608,0.0037593984962406013,0.02520311696840229,20.25,0.09022556390977443
