,ID,Year_Birth,Education,Marital_Status,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Income,LogIncome,NumChildren,HasChildren,HasPartner,age,MntTotal,AcceptedCmpTot,NumTotalPurchases,Len_Customer,MntSpentNorm
377,8443,1972,Bachelor,Single,1,0,2014-02-10,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,1,0,SA,24762.0,10.117105882625266,1,1,0,42,86,1,17,236.0,0.3644067796610169
378,10796,1984,Master,Married,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,IND,30477.0,10.324760390849805,1,1,1,30,66,0,12,255.0,0.25882352941176473
379,10241,1975,Master,Divorced,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,SP,11448.0,9.345657668923812,0,0,0,39,14,0,10,293.0,0.04778156996587031
380,3388,1967,Bachelor,Divorced,1,1,2013-10-30,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,GER,70844.0,11.168249670998327,2,1,0,47,294,0,24,339.0,0.8672566371681416
381,6507,1980,Bachelor,Single,1,0,2013-10-04,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,AUS,30828.0,10.336211084415119,1,1,0,34,56,0,11,365.0,0.15342465753424658
382,7446,1967,Master,Together,0,1,2013-09-09,16,520,42,98,0,42,14,2,6,4,10,6,0,0,0,0,0,0,0,US,62513.0,11.043145810640238,1,1,1,47,716,0,28,390.0,1.8358974358974358
383,87,1981,Master,Married,1,0,2013-08-26,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,0,GER,27733.0,10.23041437631381,1,1,1,33,57,0,14,404.0,0.14108910891089108
384,10477,1973,PhD,Together,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,SP,39435.0,10.582434383694931,1,1,1,41,102,0,14,424.0,0.24056603773584906
385,6072,1970,Master,Single,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,1,0,SP,75345.0,11.229846117045021,0,0,0,44,2087,1,23,609.0,3.4269293924466337
386,2518,1986,Master,Together,0,0,2013-01-25,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,GER,20491.0,9.927789845059094,0,0,1,28,30,0,11,617.0,0.04862236628849271
387,247,1971,Bachelor,Married,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,1,0,SP,36715.0,10.510967906338982,1,1,1,43,357,0,28,686.0,0.5204081632653061
388,9463,1959,Bachelor,Together,0,1,2012-11-13,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,CA,71706.0,11.180343650832073,1,1,1,55,1443,0,30,690.0,2.091304347826087
389,1459,1966,PhD,Married,0,1,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,SP,69063.0,11.142788889915359,1,1,1,48,928,0,17,696.0,1.3333333333333333
390,9530,1988,Bachelor,Married,1,0,2012-11-01,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0,SA,24645.0,10.112369894498068,1,1,1,26,17,0,12,702.0,0.024216524216524215
391,9653,1975,Bachelor,Married,0,1,2012-10-16,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,SA,35797.0,10.485647304906445,1,1,1,39,68,0,15,718.0,0.0947075208913649
392,10785,1969,Bachelor,Married,1,1,2014-06-19,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,SA,44078.0,10.693738757544056,2,1,1,45,41,0,12,107.0,0.38317757009345793
393,9392,1971,Bachelor,Single,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,26954.0,10.20192408788577,1,1,0,43,17,0,11,149.0,0.11409395973154363
394,3769,1972,PhD,Together,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,AUS,51381.5,10.847052926545164,1,1,1,42,42,0,12,216.0,0.19444444444444445
395,10146,1972,PhD,Together,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,AUS,38887.0,10.568440998725292,1,1,1,42,42,0,12,216.0,0.19444444444444445
396,4741,1974,Master,Married,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,SP,65463.0,11.089255652207218,1,1,1,40,562,1,24,247.0,2.2753036437246963
397,1880,1959,PhD,Together,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,IND,53537.0,10.888146961128207,2,1,1,55,93,0,13,247.0,0.3765182186234818
398,6471,1971,Master,Single,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,SP,36230.0,10.497670384943484,1,1,0,43,59,0,12,352.0,0.16761363636363635
399,5718,1950,Bachelor,Married,0,0,2013-08-15,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,1,0,SA,80763.0,11.299286600670264,0,0,1,64,1415,2,26,415.0,3.4096385542168677
400,3478,1971,PhD,Married,1,1,2013-06-24,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,1,0,CA,60585.0,11.011819122265148,2,1,1,43,736,0,35,467.0,1.576017130620985
401,7848,1974,Bachelor,Single,0,1,2013-06-13,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,IND,49166.0,10.802977945731937,1,1,0,40,368,0,19,478.0,0.7698744769874477
402,7999,1955,PhD,Together,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,1,0,SP,75261.0,11.22873063833592,0,0,1,59,1743,2,19,529.0,3.294896030245747
403,11101,1991,Bachelor,Together,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,AUS,89891.0,11.406364228735884,0,0,1,23,836,1,30,537.0,1.5567970204841712
404,9212,1962,Master,Married,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,SP,72828.0,11.195869506512176,1,1,1,52,1678,0,35,597.0,2.8107202680067003
405,10983,1952,Bachelor,Together,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,SA,75278.0,11.22895649043033,0,0,1,62,930,0,26,613.0,1.5171288743882545
406,3629,1978,Bachelor,Single,1,0,2012-12-19,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,CA,38557.0,10.559918880159413,1,1,0,36,145,0,16,654.0,0.2217125382262997
407,4673,1963,PhD,Married,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,1,0,SP,81300.0,11.305913595583258,1,1,1,51,1241,1,26,704.0,1.7627840909090908
408,796,1965,Master,Divorced,0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,CA,60161.0,11.00479620275198,1,1,0,49,1071,0,34,711.0,1.5063291139240507
409,618,1977,PhD,Married,0,1,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,AUS,69389.0,11.147498043893595,1,1,1,37,797,0,26,736.0,1.0828804347826086
410,380,1954,Bachelor,Divorced,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,1,0,SA,64497.0,11.074389494551175,1,1,0,60,1804,1,37,754.0,2.3925729442970822
411,1092,1980,Bachelor,Married,0,1,2012-08-11,17,269,129,495,182,43,29,4,9,3,4,7,0,0,0,0,0,0,0,IND,61014.0,11.018875014565939,1,1,1,34,1147,0,27,784.0,1.4630102040816326
412,8962,1975,Master,Married,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,SA,44319.0,10.699191321421166,2,1,1,39,37,0,12,170.0,0.21764705882352942
413,8207,1957,Master,Married,0,1,2014-03-18,18,28,0,9,3,0,0,1,1,0,3,4,0,0,0,0,0,0,0,CA,53233.0,10.882452568938104,1,1,1,57,40,0,9,200.0,0.2
414,6521,1954,Bachelor,Together,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,SA,77972.0,11.264117891900502,0,0,1,60,1101,0,21,200.0,5.505
415,535,1987,Bachelor,Divorced,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,GER,81361.0,11.306663612524535,0,0,0,27,778,0,28,221.0,3.520361990950226
416,4608,1987,Bachelor,Divorced,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,1,0,SA,81361.0,11.306663612524535,0,0,0,27,778,0,28,221.0,3.520361990950226
417,11086,1984,Basic,Single,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,SP,25707.0,10.154557506491177,1,1,0,30,21,0,12,259.0,0.08108108108108109
418,1064,1971,PhD,Married,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,SP,42403.0,10.654997976392988,1,1,1,43,42,0,13,297.0,0.1414141414141414
419,7000,1972,Master,Single,0,0,2013-10-13,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,GER,65704.0,11.092930305077738,0,0,0,42,817,0,24,356.0,2.294943820224719
420,1581,1980,Bachelor,Married,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,1,0,SP,37406.0,10.529613131664696,1,1,1,34,17,0,12,359.0,0.04735376044568245
421,7384,1951,Master,Together,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,SP,39767.0,10.590817847774508,0,0,1,63,485,0,25,440.0,1.1022727272727273
422,10552,1979,Master,Married,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,SP,54210.0,10.90063911886528,1,1,1,35,367,0,19,502.0,0.7310756972111554
423,6409,1967,Bachelor,Divorced,0,0,2013-05-18,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,1,0,SA,57136.0,10.953207171781322,0,0,0,47,1179,0,26,504.0,2.3392857142857144
424,9507,1975,Bachelor,Married,0,1,2013-04-07,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,SP,40794.0,10.6163148038629,1,1,1,39,434,0,23,545.0,0.7963302752293578
425,9560,1965,Bachelor,Together,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,1,0,SP,83003.0,11.326644078388584,0,0,1,49,1674,1,25,580.0,2.886206896551724
426,10991,1960,Master,Married,0,0,2012-12-07,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,CA,89058.0,11.397054350427297,0,0,1,54,850,0,16,666.0,1.2762762762762763
427,4712,1991,Master,Together,0,0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,SP,20193.0,9.913140809564267,0,0,1,23,82,0,11,675.0,0.12148148148148148
428,11056,1974,Bachelor,Married,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,SP,72099.0,11.185809323273041,0,0,1,40,1188,0,19,707.0,1.6803394625176804
429,7414,1971,Bachelor,Married,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,SP,43824.0,10.687959709789435,2,1,1,43,186,0,20,749.0,0.24833110814419226
430,3076,1975,Bachelor,Together,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,AUS,66653.0,11.107270338809778,2,1,1,39,612,0,25,757.0,0.808454425363276
431,6355,1978,Bachelor,Married,1,1,2014-06-17,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,SP,44359.0,10.700093441464304,2,1,1,36,45,0,12,109.0,0.41284403669724773
432,7959,1961,Bachelor,Married,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,SP,79410.0,11.282392176682402,0,0,1,53,1370,0,12,128.0,10.703125
433,5512,1977,Master,Married,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,SP,55842.0,10.93029946092149,1,1,1,37,518,0,22,134.0,3.8656716417910446
434,10102,1966,Bachelor,Widow,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,SA,79946.0,11.28911919410592,0,0,0,48,1478,0,25,145.0,10.193103448275862
435,9369,1979,Master,Single,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,1,0,GER,88194.0,11.387305551045577,1,1,0,35,1274,2,37,199.0,6.402010050251256
436,3711,1944,Master,Married,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,SP,80184.0,11.29209174394291,0,0,1,70,1902,2,23,217.0,8.764976958525345
437,6931,1967,Bachelor,Divorced,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,1,0,SP,76982.0,11.251339897239722,0,0,0,47,1062,1,20,231.0,4.597402597402597
438,9596,1980,PhD,Single,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,US,65295.0,11.086686057645586,0,0,0,34,664,0,22,285.0,2.329824561403509
439,2727,1973,Bachelor,Together,0,0,2013-12-04,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,SA,57100.0,10.9525769086256,0,0,1,41,409,0,16,304.0,1.3453947368421053
440,8416,1981,Bachelor,Married,1,0,2013-11-29,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,US,29009.0,10.27539587711545,1,1,1,33,44,0,13,309.0,0.1423948220064725
441,3967,1971,PhD,Married,0,0,2013-10-25,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,CA,78931.0,11.276342001289317,0,0,1,43,943,0,25,344.0,2.741279069767442
442,2139,1975,Master,Married,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,AUS,7500.0,8.922791623969637,1,1,1,39,31,0,13,367.0,0.08446866485013624
443,2162,1976,Bachelor,Married,0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,SP,56939.0,10.949753360832029,1,1,1,38,561,0,21,381.0,1.4724409448818898
444,9242,1990,Bachelor,Single,0,0,2013-08-17,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,1,0,SA,64509.0,11.074575529526287,0,0,0,24,1722,1,23,413.0,4.169491525423729
445,10595,1990,Bachelor,Married,0,0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,SP,30093.0,10.312081095318824,0,0,1,24,69,0,13,453.0,0.152317880794702
446,4855,1974,PhD,Together,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,1,0,US,30351.0,10.320617692174796,1,1,1,40,46,0,15,485.0,0.09484536082474226
447,5049,1974,PhD,Together,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,SP,30351.0,10.320617692174796,1,1,1,40,46,0,15,485.0,0.09484536082474226
448,4967,1960,PhD,Together,0,1,2013-03-29,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0,SA,38201.0,10.550643149245081,1,1,1,54,268,0,23,554.0,0.48375451263537905
449,5255,1986,Bachelor,Single,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,AUS,51381.5,10.847052926545164,1,1,0,28,637,0,28,591.0,1.077834179357022
450,9215,1980,PhD,Married,1,0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,CA,43974.0,10.691376569605758,1,1,1,34,551,0,28,661.0,0.8335854765506808
451,3525,1970,Bachelor,Together,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,38200.0,10.5506169722625,2,1,1,44,17,0,11,666.0,0.025525525525525526
452,3619,1960,Master,Divorced,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,1,0,AUS,87305.0,11.377174467988334,0,0,0,54,1152,1,19,741.0,1.5546558704453441
453,4415,1961,Bachelor,Married,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,SP,16860.0,9.732758541777981,2,1,1,53,38,0,15,752.0,0.05053191489361702
454,3645,1972,PhD,Single,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,1,0,SP,27213.0,10.211486825750804,1,1,0,42,70,0,17,765.0,0.0915032679738562
455,4692,1976,Bachelor,Married,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,1,0,AUS,7500.0,8.922791623969637,1,1,1,38,71,1,21,794.0,0.08942065491183879
456,3955,1965,Bachelor,Divorced,0,0,2014-06-22,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,SA,4861.0,8.48920515487607,0,0,0,49,6,0,14,104.0,0.057692307692307696
457,5313,1971,Master,Married,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,SP,38196.0,10.550512257479294,2,1,1,43,44,0,14,169.0,0.2603550295857988
458,7196,1950,PhD,Married,1,1,2014-02-08,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,CA,41145.0,10.624881996034176,2,1,1,64,13,0,7,238.0,0.0546218487394958
459,1381,1982,PhD,Single,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,1,0,SP,38513.0,10.558777090539833,1,1,0,32,324,0,25,249.0,1.3012048192771084
460,10951,1968,Bachelor,Married,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,SP,45688.0,10.72961284769053,1,1,1,46,306,1,18,252.0,1.2142857142857142
461,4322,1958,PhD,Together,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,SP,77863.0,11.26271899410633,0,0,1,56,1291,0,22,311.0,4.15112540192926
462,7444,1969,Master,Married,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,SP,42169.0,10.649464346740606,2,1,1,45,30,0,14,350.0,0.08571428571428572
463,2942,1964,Bachelor,Single,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,SP,45906.0,10.734372889867487,1,1,0,50,486,1,20,515.0,0.9436893203883495
464,2874,1988,Master,Divorced,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,SA,35388.0,10.474156316370632,1,1,0,26,32,0,12,576.0,0.05555555555555555
465,3667,1969,Bachelor,Married,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,1,0,GER,80952.0,11.301624018332607,0,0,1,45,1757,3,33,583.0,3.013722126929674
466,3697,1954,Bachelor,Together,0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,CA,39898.0,10.594106539907239,1,1,1,60,134,0,16,599.0,0.22370617696160267
467,9955,1954,Bachelor,Together,0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,SP,39898.0,10.594106539907239,1,1,1,60,134,0,16,599.0,0.22370617696160267
468,5320,1973,Master,Divorced,1,1,2013-01-29,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,1,0,SA,44051.0,10.693126033284834,2,1,0,41,171,0,18,613.0,0.27895595432300163
469,6422,1954,Bachelor,Married,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,IND,86718.0,11.370428285241672,0,0,1,60,1270,0,19,625.0,2.032
470,3690,1986,Master,Married,0,0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,1,0,SP,80141.0,11.29155534020516,0,0,1,28,2091,1,28,631.0,3.3137876386687797
471,2408,1976,Bachelor,Married,1,1,2012-11-20,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,IND,58597.0,10.97845584528984,2,1,1,38,733,0,39,683.0,1.0732064421669107
472,9260,1945,PhD,Married,0,0,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,CA,70356.0,11.161337560080053,0,0,1,69,1706,0,33,698.0,2.444126074498567
473,9648,1967,Bachelor,Single,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,SP,46904.0,10.755879558560052,2,1,0,47,253,0,22,700.0,0.36142857142857143
474,4939,1946,Bachelor,Together,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,US,37760.0,10.539032102959615,0,0,1,68,317,0,20,764.0,0.41492146596858637
475,8652,1946,Bachelor,Together,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,SA,37760.0,10.539032102959615,0,0,1,68,317,0,20,764.0,0.41492146596858637
476,4702,1964,Bachelor,Single,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,SP,61839.0,11.032305683261304,0,0,0,50,1895,0,25,783.0,2.420178799489144
477,2587,1972,PhD,Married,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,AUS,29791.0,10.301995180076794,1,1,1,42,20,0,12,142.0,0.14084507042253522
478,2811,1963,PhD,Single,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,SP,48918.0,10.797921148054973,2,1,0,51,62,0,11,175.0,0.35428571428571426
479,9150,1963,PhD,Single,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,SP,48918.0,10.797921148054973,2,1,0,51,62,0,11,175.0,0.35428571428571426
480,10127,1965,Bachelor,Married,0,1,2014-04-06,21,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,0,CA,58692.0,10.980075748279397,1,1,1,49,395,0,22,181.0,2.18232044198895
481,5493,1976,Bachelor,Married,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,SP,39356.0,10.58042912874914,2,1,1,38,23,1,10,199.0,0.11557788944723618
482,2666,1972,Master,Married,0,1,2014-02-06,21,519,50,167,130,0,41,1,8,3,11,3,0,1,0,0,0,0,0,CA,76234.0,11.241575953806008,1,1,1,42,907,1,26,240.0,3.779166666666667
483,10099,1984,Bachelor,Married,1,0,2013-10-05,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,SA,55434.0,10.922966442206452,1,1,1,30,882,0,28,364.0,2.423076923076923
484,10562,1946,Master,Married,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,IND,66835.0,11.109997136514034,0,0,1,68,1033,0,26,371.0,2.784366576819407
485,7881,1946,Master,Married,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,SP,66835.0,11.109997136514034,0,0,1,68,1033,0,26,371.0,2.784366576819407
486,6721,1951,Bachelor,Married,0,1,2013-07-29,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0,CA,71965.0,11.183949064243944,1,1,1,63,1213,0,20,432.0,2.8078703703703702
487,5204,1971,Bachelor,Together,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,0,SP,74538.0,11.219077757327483,0,0,1,43,1461,1,25,462.0,3.1623376623376624
488,5209,1954,Bachelor,Divorced,0,1,2013-06-17,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,SA,50002.0,10.819838282610355,1,1,0,60,638,0,26,474.0,1.3459915611814346
489,10128,1958,Bachelor,Together,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,CA,53977.0,10.896331835126059,1,1,1,56,907,0,32,483.0,1.8778467908902692
490,9284,1958,Bachelor,Together,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,SP,53977.0,10.896331835126059,1,1,1,56,907,0,32,483.0,1.8778467908902692
491,8643,1971,Bachelor,Together,0,0,2013-05-26,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,IND,69930.0,11.155264320609968,0,0,1,43,1662,0,25,496.0,3.350806451612903
492,1685,1967,PhD,Together,0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,CA,62981.0,11.050604250263852,0,0,1,47,1482,1,26,566.0,2.618374558303887
493,2877,1974,Master,Together,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,SA,46014.0,10.736722709272957,2,1,1,40,541,0,33,621.0,0.8711755233494364
494,8369,1987,Bachelor,Together,1,0,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,SP,18227.0,9.810714152383774,1,1,1,27,28,0,12,695.0,0.04028776978417266
495,6233,1976,Bachelor,Married,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,SP,65991.0,11.097288801540568,1,1,1,38,971,0,34,757.0,1.2826948480845441
496,195,1972,Bachelor,Single,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,0,SP,38808.0,10.566407457475977,1,1,0,42,246,1,22,769.0,0.3198959687906372
498,10846,1978,Master,Married,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,CA,43783.0,10.687023732823754,1,1,1,36,629,1,29,128.0,4.9140625
499,8341,1969,PhD,Married,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,1,0,SP,30396.0,10.322099198314179,1,1,1,45,34,1,13,157.0,0.21656050955414013
500,10766,1964,PhD,Married,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,SP,65526.0,11.090217550427058,1,1,1,50,506,0,19,176.0,2.875
501,9971,1964,PhD,Married,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,SA,65526.0,11.090217550427058,1,1,1,50,506,0,19,176.0,2.875
502,1740,1944,Bachelor,Married,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,SP,55956.0,10.932338817621135,0,0,1,70,999,1,20,180.0,5.55
503,8737,1978,Bachelor,Divorced,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,SP,55563.0,10.92529078851728,1,1,0,36,43,0,9,182.0,0.23626373626373626
504,6466,1965,PhD,Married,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,SP,57236.0,10.954955821395421,2,1,1,49,121,0,13,206.0,0.587378640776699
