,ID,Year_Birth,Education,Marital_Status,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Income,LogIncome,NumChildren,HasChildren,HasPartner,age,MntTotal,AcceptedCmpTot,NumTotalPurchases,Len_Customer,MntSpentNorm,KM2,KM3,AC3,AC2,GM2,GM3
350,6878,1954,Bachelor,Widow,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,SP,27421.0,10.2191008899166,0,0,0,60,324,0,21,661.0,0.4901664145234493,0,0,2,0,0,2
351,4099,1972,Bachelor,Married,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,SP,30675.0,10.33123586888475,1,1,1,42,62,0,13,691.0,0.08972503617945,1,1,0,1,1,1
352,5031,1974,Bachelor,Together,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,1,0,SP,83145.0,11.32835337763112,0,0,1,40,1833,1,28,742.0,2.4703504043126685,0,2,1,0,0,0
353,1970,1968,Master,Together,0,1,2012-09-10,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,SP,34053.0,10.43570277898059,1,1,1,46,103,0,15,754.0,0.136604774535809,1,1,0,1,1,1
354,5726,1983,Master,Single,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,0,1,SA,31788.0,10.366875596977245,1,1,0,31,60,0,15,198.0,0.303030303030303,1,1,0,1,1,1
355,5231,1974,Master,Married,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,SP,45894.0,10.734111457653192,2,1,1,40,51,0,10,219.0,0.2328767123287671,1,1,0,1,1,1
356,1307,1978,Bachelor,Divorced,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,SP,41986.0,10.6451153255436,1,1,0,36,63,0,14,237.0,0.2658227848101265,1,1,0,1,1,1
357,10609,1962,PhD,Married,0,1,2013-10-12,15,71,0,13,3,1,0,2,1,1,4,4,0,0,0,0,0,0,0,CA,42769.0,10.663592201220954,1,1,1,52,88,0,12,357.0,0.2464985994397759,1,1,0,1,1,1
358,5782,1982,Master,Together,0,1,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,SP,58582.0,10.978199831088189,1,1,1,32,763,1,27,371.0,2.056603773584906,0,0,2,0,0,2
359,7533,1964,Bachelor,Married,1,1,2013-09-24,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,CA,49096.0,10.80155321211961,2,1,1,50,187,0,20,375.0,0.4986666666666666,1,0,0,1,1,2
360,9493,1980,PhD,Single,0,0,2013-05-05,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,1,0,CA,76412.0,11.243908117747605,0,0,0,34,1808,2,21,517.0,3.497098646034816,0,2,1,0,0,0
361,2253,1990,Bachelor,Married,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,SP,18929.0,9.848503244203368,0,0,1,24,85,0,12,595.0,0.1428571428571428,1,1,0,1,1,1
362,2326,1990,Bachelor,Married,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,SP,18929.0,9.848503244203368,0,0,1,24,85,0,12,595.0,0.1428571428571428,1,1,0,1,1,1
363,1876,1990,Bachelor,Married,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,IND,18929.0,9.848503244203368,0,0,1,24,85,0,12,595.0,0.1428571428571428,1,1,0,1,1,1
364,7141,1986,Master,Single,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,1,0,SP,21888.0,9.993739506513156,1,1,0,28,213,0,22,644.0,0.3307453416149068,1,1,0,1,1,1
365,7393,1978,Bachelor,Together,1,1,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,SP,41580.0,10.635398611146856,2,1,1,36,92,0,14,663.0,0.138763197586727,1,1,0,1,1,1
366,4713,1979,PhD,Married,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,SP,31605.0,10.36110225496905,1,1,1,35,125,0,16,681.0,0.1835535976505139,1,1,0,1,1,1
367,5093,1974,PhD,Divorced,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,0,SP,25509.0,10.146825811135855,1,1,0,40,101,0,18,746.0,0.1353887399463807,1,1,0,1,1,1
368,8524,1974,PhD,Divorced,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,0,SP,25509.0,10.146825811135855,1,1,0,40,101,0,18,746.0,0.1353887399463807,1,1,0,1,1,1
369,3766,1959,Master,Widow,0,0,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,1,0,SP,33051.0,10.405837357821074,0,0,0,55,835,0,30,779.0,1.0718870346598204,0,0,2,0,0,2
370,9725,1966,PhD,Together,1,1,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,SP,28764.0,10.266914649297394,2,1,1,48,12,1,12,121.0,0.0991735537190082,1,1,0,1,1,1
371,8933,1983,Master,Married,1,0,2014-05-12,16,26,3,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0,0,CA,32146.0,10.378074412714671,1,1,1,31,66,0,14,145.0,0.4551724137931034,1,1,0,1,1,1
372,10779,1983,Bachelor,Single,0,0,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,SP,22148.0,10.005547627727276,0,0,0,31,49,0,12,174.0,0.2816091954022988,1,1,0,1,1,1
373,9289,1979,Bachelor,Married,1,0,2014-04-10,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,1,0,SP,36781.0,10.512763874058926,1,1,1,35,63,0,14,177.0,0.3559322033898305,1,1,0,1,1,1
374,2613,1960,Master,Married,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,SP,54197.0,10.9003992863779,1,1,1,54,237,0,13,184.0,1.2880434782608696,0,0,2,0,0,2
375,10133,1970,Bachelor,Single,0,0,2014-02-12,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,1,0,CA,93790.0,11.44882418156364,0,0,0,44,2349,3,27,234.0,10.038461538461538,0,2,1,0,0,0
376,8443,1972,Bachelor,Single,1,0,2014-02-10,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,1,0,SA,24762.0,10.117105882625266,1,1,0,42,86,1,17,236.0,0.3644067796610169,1,1,0,1,1,1
377,10796,1984,Master,Married,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,IND,30477.0,10.324760390849804,1,1,1,30,66,0,12,255.0,0.2588235294117647,1,1,0,1,1,1
378,10241,1975,Master,Divorced,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,SP,11448.0,9.345657668923812,0,0,0,39,14,0,10,293.0,0.0477815699658703,1,1,0,1,1,1
379,3388,1967,Bachelor,Divorced,1,1,2013-10-30,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,GER,70844.0,11.168249670998328,2,1,0,47,294,0,24,339.0,0.8672566371681416,1,0,0,1,1,2
380,6507,1980,Bachelor,Single,1,0,2013-10-04,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,AUS,30828.0,10.33621108441512,1,1,0,34,56,0,11,365.0,0.1534246575342465,1,1,0,1,1,1
381,7446,1967,Master,Together,0,1,2013-09-09,16,520,42,98,0,42,14,2,6,4,10,6,0,0,0,0,0,0,0,US,62513.0,11.043145810640238,1,1,1,47,716,0,28,390.0,1.835897435897436,0,0,0,1,0,2
382,87,1981,Master,Married,1,0,2013-08-26,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,0,GER,27733.0,10.23041437631381,1,1,1,33,57,0,14,404.0,0.141089108910891,1,1,0,1,1,1
383,10477,1973,PhD,Together,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,SP,39435.0,10.582434383694933,1,1,1,41,102,0,14,424.0,0.240566037735849,1,1,0,1,1,1
384,6072,1970,Master,Single,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,1,0,SP,75345.0,11.22984611704502,0,0,0,44,2087,1,23,609.0,3.4269293924466337,0,2,1,0,0,0
385,2518,1986,Master,Together,0,0,2013-01-25,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,GER,20491.0,9.927789845059094,0,0,1,28,30,0,11,617.0,0.0486223662884927,1,1,0,1,1,1
386,247,1971,Bachelor,Married,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,1,0,SP,36715.0,10.510967906338982,1,1,1,43,357,0,28,686.0,0.5204081632653061,1,0,0,1,0,2
387,9463,1959,Bachelor,Together,0,1,2012-11-13,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,CA,71706.0,11.180343650832071,1,1,1,55,1443,0,30,690.0,2.091304347826087,0,0,2,0,0,2
388,1459,1966,PhD,Married,0,1,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,SP,69063.0,11.14278888991536,1,1,1,48,928,0,17,696.0,1.3333333333333333,0,0,1,0,0,2
389,9530,1988,Bachelor,Married,1,0,2012-11-01,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0,SA,24645.0,10.112369894498068,1,1,1,26,17,0,12,702.0,0.0242165242165242,1,1,0,1,1,1
390,9653,1975,Bachelor,Married,0,1,2012-10-16,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,SA,35797.0,10.485647304906443,1,1,1,39,68,0,15,718.0,0.0947075208913649,1,1,0,1,1,1
391,10785,1969,Bachelor,Married,1,1,2014-06-19,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,SA,44078.0,10.693738757544056,2,1,1,45,41,0,12,107.0,0.3831775700934579,1,1,0,1,1,1
392,9392,1971,Bachelor,Single,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,26954.0,10.20192408788577,1,1,0,43,17,0,11,149.0,0.1140939597315436,1,1,0,1,1,1
393,3769,1972,PhD,Together,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,AUS,51381.5,10.847052926545164,1,1,1,42,42,0,12,216.0,0.1944444444444444,1,1,0,1,1,1
394,10146,1972,PhD,Together,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,AUS,38887.0,10.568440998725292,1,1,1,42,42,0,12,216.0,0.1944444444444444,1,1,0,1,1,1
395,4741,1974,Master,Married,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,SP,65463.0,11.089255652207218,1,1,1,40,562,1,24,247.0,2.2753036437246963,0,0,2,0,0,2
396,1880,1959,PhD,Together,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,IND,53537.0,10.888146961128207,2,1,1,55,93,0,13,247.0,0.3765182186234818,1,1,0,1,1,1
397,6471,1971,Master,Single,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,SP,36230.0,10.497670384943484,1,1,0,43,59,0,12,352.0,0.1676136363636363,1,1,0,1,1,1
398,5718,1950,Bachelor,Married,0,0,2013-08-15,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,1,0,SA,80763.0,11.299286600670264,0,0,1,64,1415,2,26,415.0,3.409638554216868,0,2,1,0,0,0
399,3478,1971,PhD,Married,1,1,2013-06-24,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,1,0,CA,60585.0,11.011819122265148,2,1,1,43,736,0,35,467.0,1.576017130620985,0,0,2,0,0,2
400,7848,1974,Bachelor,Single,0,1,2013-06-13,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,IND,49166.0,10.802977945731936,1,1,0,40,368,0,19,478.0,0.7698744769874477,0,0,0,1,0,2
401,7999,1955,PhD,Together,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,1,0,SP,75261.0,11.22873063833592,0,0,1,59,1743,2,19,529.0,3.294896030245747,0,2,1,0,0,0
402,11101,1991,Bachelor,Together,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,AUS,89891.0,11.406364228735884,0,0,1,23,836,1,30,537.0,1.5567970204841712,0,2,1,0,0,0
403,9212,1962,Master,Married,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,SP,72828.0,11.195869506512176,1,1,1,52,1678,0,35,597.0,2.8107202680067003,0,0,2,0,0,2
404,10983,1952,Bachelor,Together,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,SA,75278.0,11.22895649043033,0,0,1,62,930,0,26,613.0,1.5171288743882545,0,2,1,0,0,0
405,3629,1978,Bachelor,Single,1,0,2012-12-19,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,CA,38557.0,10.559918880159412,1,1,0,36,145,0,16,654.0,0.2217125382262997,1,1,0,1,1,1
406,4673,1963,PhD,Married,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,1,0,SP,81300.0,11.305913595583258,1,1,1,51,1241,1,26,704.0,1.7627840909090908,0,0,2,0,0,2
407,796,1965,Master,Divorced,0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,CA,60161.0,11.00479620275198,1,1,0,49,1071,0,34,711.0,1.5063291139240509,0,0,2,0,0,2
408,618,1977,PhD,Married,0,1,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,AUS,69389.0,11.147498043893597,1,1,1,37,797,0,26,736.0,1.0828804347826086,0,0,1,0,0,2
409,380,1954,Bachelor,Divorced,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,1,0,SA,64497.0,11.074389494551175,1,1,0,60,1804,1,37,754.0,2.3925729442970822,0,0,2,0,0,2
410,1092,1980,Bachelor,Married,0,1,2012-08-11,17,269,129,495,182,43,29,4,9,3,4,7,0,0,0,0,0,0,0,IND,61014.0,11.01887501456594,1,1,1,34,1147,0,27,784.0,1.4630102040816326,0,0,2,0,0,2
411,8962,1975,Master,Married,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,SA,44319.0,10.699191321421166,2,1,1,39,37,0,12,170.0,0.2176470588235294,1,1,0,1,1,1
412,8207,1957,Master,Married,0,1,2014-03-18,18,28,0,9,3,0,0,1,1,0,3,4,0,0,0,0,0,0,0,CA,53233.0,10.882452568938104,1,1,1,57,40,0,9,200.0,0.2,1,1,0,1,1,1
413,6521,1954,Bachelor,Together,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,SA,77972.0,11.264117891900502,0,0,1,60,1101,0,21,200.0,5.505,0,2,1,0,0,0
414,535,1987,Bachelor,Divorced,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,GER,81361.0,11.306663612524536,0,0,0,27,778,0,28,221.0,3.520361990950226,0,2,1,0,0,0
415,4608,1987,Bachelor,Divorced,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,1,0,SA,81361.0,11.306663612524536,0,0,0,27,778,0,28,221.0,3.520361990950226,0,2,1,0,0,0
416,11086,1984,Basic,Single,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,SP,25707.0,10.154557506491177,1,1,0,30,21,0,12,259.0,0.081081081081081,1,1,0,1,1,1
417,1064,1971,PhD,Married,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,SP,42403.0,10.654997976392988,1,1,1,43,42,0,13,297.0,0.1414141414141414,1,1,0,1,1,1
418,7000,1972,Master,Single,0,0,2013-10-13,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,GER,65704.0,11.092930305077738,0,0,0,42,817,0,24,356.0,2.294943820224719,0,2,1,0,0,0
419,1581,1980,Bachelor,Married,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,1,0,SP,37406.0,10.529613131664696,1,1,1,34,17,0,12,359.0,0.0473537604456824,1,1,0,1,1,1
420,7384,1951,Master,Together,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,SP,39767.0,10.590817847774508,0,0,1,63,485,0,25,440.0,1.1022727272727273,0,0,0,1,0,2
421,10552,1979,Master,Married,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,SP,54210.0,10.90063911886528,1,1,1,35,367,0,19,502.0,0.7310756972111554,0,0,0,1,0,2
422,6409,1967,Bachelor,Divorced,0,0,2013-05-18,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,1,0,SA,57136.0,10.953207171781322,0,0,0,47,1179,0,26,504.0,2.3392857142857144,0,2,1,0,0,0
423,9507,1975,Bachelor,Married,0,1,2013-04-07,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,SP,40794.0,10.6163148038629,1,1,1,39,434,0,23,545.0,0.7963302752293578,0,0,0,1,0,2
424,9560,1965,Bachelor,Together,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,1,0,SP,83003.0,11.326644078388584,0,0,1,49,1674,1,25,580.0,2.886206896551724,0,2,1,0,0,0
425,10991,1960,Master,Married,0,0,2012-12-07,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,CA,89058.0,11.397054350427297,0,0,1,54,850,0,16,666.0,1.2762762762762765,0,2,1,0,0,0
426,4712,1991,Master,Together,0,0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,SP,20193.0,9.913140809564268,0,0,1,23,82,0,11,675.0,0.1214814814814814,1,1,0,1,1,1
427,11056,1974,Bachelor,Married,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,SP,72099.0,11.18580932327304,0,0,1,40,1188,0,19,707.0,1.6803394625176804,0,2,1,0,0,0
428,7414,1971,Bachelor,Married,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,SP,43824.0,10.687959709789435,2,1,1,43,186,0,20,749.0,0.2483311081441922,1,0,0,1,1,2
429,3076,1975,Bachelor,Together,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,AUS,66653.0,11.107270338809778,2,1,1,39,612,0,25,757.0,0.808454425363276,0,0,0,1,0,2
430,6355,1978,Bachelor,Married,1,1,2014-06-17,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,SP,44359.0,10.700093441464304,2,1,1,36,45,0,12,109.0,0.4128440366972477,1,1,0,1,1,1
431,7959,1961,Bachelor,Married,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,SP,79410.0,11.282392176682402,0,0,1,53,1370,0,12,128.0,10.703125,0,2,1,0,0,0
432,5512,1977,Master,Married,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,SP,55842.0,10.93029946092149,1,1,1,37,518,0,22,134.0,3.8656716417910446,0,0,2,0,0,2
433,10102,1966,Bachelor,Widow,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,SA,79946.0,11.28911919410592,0,0,0,48,1478,0,25,145.0,10.193103448275862,0,2,1,0,0,0
434,9369,1979,Master,Single,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,1,0,GER,88194.0,11.387305551045577,1,1,0,35,1274,2,37,199.0,6.402010050251256,0,2,2,0,0,2
435,3711,1944,Master,Married,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,SP,80184.0,11.29209174394291,0,0,1,70,1902,2,23,217.0,8.764976958525345,0,2,1,0,0,0
436,6931,1967,Bachelor,Divorced,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,1,0,SP,76982.0,11.251339897239722,0,0,0,47,1062,1,20,231.0,4.597402597402597,0,2,2,0,0,0
437,9596,1980,PhD,Single,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,US,65295.0,11.086686057645586,0,0,0,34,664,0,22,285.0,2.329824561403509,0,2,1,0,0,0
438,2727,1973,Bachelor,Together,0,0,2013-12-04,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,SA,57100.0,10.9525769086256,0,0,1,41,409,0,16,304.0,1.3453947368421053,0,2,1,0,0,2
439,8416,1981,Bachelor,Married,1,0,2013-11-29,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,US,29009.0,10.27539587711545,1,1,1,33,44,0,13,309.0,0.1423948220064725,1,1,0,1,1,1
440,3967,1971,PhD,Married,0,0,2013-10-25,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,CA,78931.0,11.276342001289317,0,0,1,43,943,0,25,344.0,2.741279069767442,0,2,1,0,0,0
441,2139,1975,Master,Married,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,AUS,7500.0,8.922791623969637,1,1,1,39,31,0,13,367.0,0.0844686648501362,1,1,0,1,1,1
442,2162,1976,Bachelor,Married,0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,SP,56939.0,10.949753360832029,1,1,1,38,561,0,21,381.0,1.4724409448818898,0,0,2,0,0,2
443,9242,1990,Bachelor,Single,0,0,2013-08-17,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,1,0,SA,64509.0,11.074575529526289,0,0,0,24,1722,1,23,413.0,4.169491525423729,0,2,1,0,0,0
444,10595,1990,Bachelor,Married,0,0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,SP,30093.0,10.312081095318824,0,0,1,24,69,0,13,453.0,0.152317880794702,1,1,0,1,1,1
445,4855,1974,PhD,Together,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,1,0,US,30351.0,10.320617692174796,1,1,1,40,46,0,15,485.0,0.0948453608247422,1,1,0,1,1,1
446,5049,1974,PhD,Together,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,SP,30351.0,10.320617692174796,1,1,1,40,46,0,15,485.0,0.0948453608247422,1,1,0,1,1,1
447,4967,1960,PhD,Together,0,1,2013-03-29,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0,SA,38201.0,10.55064314924508,1,1,1,54,268,0,23,554.0,0.483754512635379,1,0,0,1,1,2
448,5255,1986,Bachelor,Single,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,AUS,51381.5,10.847052926545164,1,1,0,28,637,0,28,591.0,1.077834179357022,1,1,1,0,1,2
449,9215,1980,PhD,Married,1,0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,CA,43974.0,10.691376569605758,1,1,1,34,551,0,28,661.0,0.8335854765506808,0,0,2,0,0,2
450,3525,1970,Bachelor,Together,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,38200.0,10.5506169722625,2,1,1,44,17,0,11,666.0,0.0255255255255255,1,1,0,1,1,1
451,3619,1960,Master,Divorced,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,1,0,AUS,87305.0,11.377174467988334,0,0,0,54,1152,1,19,741.0,1.554655870445344,0,2,1,0,0,0
452,4415,1961,Bachelor,Married,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,SP,16860.0,9.73275854177798,2,1,1,53,38,0,15,752.0,0.050531914893617,1,1,0,1,1,1
453,3645,1972,PhD,Single,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,1,0,SP,27213.0,10.211486825750804,1,1,0,42,70,0,17,765.0,0.0915032679738562,1,1,0,1,1,1
454,4692,1976,Bachelor,Married,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,1,0,AUS,7500.0,8.922791623969637,1,1,1,38,71,1,21,794.0,0.0894206549118387,1,1,0,1,1,1
455,3955,1965,Bachelor,Divorced,0,0,2014-06-22,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,SA,4861.0,8.48920515487607,0,0,0,49,6,0,14,104.0,0.0576923076923076,1,1,0,1,1,1
456,5313,1971,Master,Married,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,SP,38196.0,10.550512257479294,2,1,1,43,44,0,14,169.0,0.2603550295857988,1,1,0,1,1,1
457,7196,1950,PhD,Married,1,1,2014-02-08,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,CA,41145.0,10.624881996034176,2,1,1,64,13,0,7,238.0,0.0546218487394958,1,1,0,1,1,1
458,1381,1982,PhD,Single,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,1,0,SP,38513.0,10.558777090539833,1,1,0,32,324,0,25,249.0,1.3012048192771084,1,0,0,1,0,2
459,10951,1968,Bachelor,Married,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,SP,45688.0,10.72961284769053,1,1,1,46,306,1,18,252.0,1.2142857142857142,1,1,0,1,1,2
460,4322,1958,PhD,Together,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,SP,77863.0,11.26271899410633,0,0,1,56,1291,0,22,311.0,4.15112540192926,0,2,1,0,0,0
461,7444,1969,Master,Married,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,SP,42169.0,10.649464346740606,2,1,1,45,30,0,14,350.0,0.0857142857142857,1,1,0,1,1,1
462,2942,1964,Bachelor,Single,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,SP,45906.0,10.734372889867489,1,1,0,50,486,1,20,515.0,0.9436893203883496,0,0,0,1,0,2
463,2874,1988,Master,Divorced,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,SA,35388.0,10.474156316370632,1,1,0,26,32,0,12,576.0,0.0555555555555555,1,1,0,1,1,1
